tags,channelId,channelTitle,categoryId,title,videoId,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,polarity,I_k
"['BBC Hindi', 'hindi news', 'news in hindi', 'Coronavirus', 'India', 'Vaccine', 'USA', 'Trump', 'Vaccine Nationalism', 'à¤­à¤¾à¤°à¤¤', 'à¤à¥à¤°à¥à¤¨à¤¾ à¤µà¤¾à¤¯à¤°à¤¸', 'à¤µà¥à¤à¥à¤¸à¥à¤¨', 'à¤à¥à¤°à¥à¤¨à¤¾ à¤µà¥à¤à¥à¤¸à¥à¤¨', 'à¤à¥à¤°à¥à¤¨à¤¾ à¤µà¥à¤à¥à¤¸à¥à¤¨ à¤¹à¥à¤¯à¥à¤®à¤¨ à¤à¥à¤°à¤¾à¤¯à¤²', 'à¤à¤®à¥à¤¸', 'à¤à¤®à¥à¤¸ à¤¦à¤µà¤¾', 'à¤­à¤¾à¤°à¤¤ à¤®à¥à¤ à¤à¥à¤°à¥à¤¨à¤¾', 'à¤à¥à¤µà¤¿à¤¡ 19 à¤à¤ªà¤¡à¥à¤', 'à¤¬à¥à¤¬à¥à¤¸à¥ à¤¹à¤¿à¤¨à¥à¤¦à¥', 'india', 'corona virus', 'corona in india', 'covid 19 update', 'bbc hindi', 'corona virus crisis', 'aiims delhi', 'à¤«à¥à¤¸ à¤®à¤¾à¤¸à¥à¤', 'à¤¸à¥à¤¨à¤¿à¤à¤¾à¤à¤à¤°', 'à¤à¥à¤°à¥à¤¨à¤¾ à¤®à¤¹à¤¾à¤®à¤¾à¤°à¥', 'Brazil', 'à¤°à¥à¤¸ à¤µà¥à¤à¥à¤¸à¥à¤¨', 'corona vaccine', 'covid 19 vaccine', 'WHO', 'à¤µà¤¿à¤¶à¥à¤µ à¤¸à¥à¤µà¤¾à¤¸à¥à¤¥à¥à¤¯ à¤¸à¤à¤à¤ à¤¨', 'Pfizer', 'à¤«à¤¼à¤¾à¤à¤à¤¼à¤°']",UCN7B-QD0Qgn2boVH5Q0pOWg,BBC News Hindi,25,Coronavirus India Update : USA à¤®à¥à¤ à¤à¤ à¤¸à¥ à¤²à¤à¥à¤à¥ Corona Vaccine (BBC Hindi),yDM04zmCqvU,914848,0,0,255,0,0,0
"['coronavirus', 'covid19', 'pandemic', 'vaccination', 'megasite', 'vaccine', 'pentagon', 'troops', 'deploy', 'active duty', 'frontlines', 'distribution', 'casinos', 'baseball stadiums']",UC-SJ6nODDmufqBzPBwCvYvQ,CBS This Morning,25,"More COVID-19 vaccination megasites open, Pentagon deploys troops to assist",uMT0Npn4-jE,913018,2504,6149,4262,0,0.25,-0.5832
"['News', 'Politics', 'White House', 'Joe Biden', 'Coronavirus', 'Coronavirus - Politics', 'NBC News', 'nbc', 'breaking news', 'us news', 'world news', 'nightly news', 'current events', 'top stories', 'lester holt', 'coronavirus update', 'coronavirus us', 'coronavirus news', 'coronavirus latest news', 'coronavirus outbreak', 'coronavirus pandemic', 'coronavirus prevention', 'coronavirus explained', 'covid-19 news', 'covid-19 updates', 'covid-19 outbreak', 'Covid-19 Vaccinations', 'President Biden', 'covid-19 vaccine news']",UCeY0bbntWzzVIaj2z3QigXg,NBC News,25,Biden Unveils National Strategy For Covid-19 Vaccinations | NBC News,BE8iGthT5ns,897710,8938,20509,11679,0,0,0
"['covid-19 vaccine', 'covid-19', 'vaccine', 'coronavirus vaccine', 'covid-19 vaccine volunteers', '23 die in norway pfizer vaccine', 'pfizer vaccine', 'covid-19 in norway', 'pfizer vaccine norway', 'pfizer covid vaccine', 'covid19', 'vaccines', 'covid-19 vaccine rollout', 'covid-19 vaccine research', 'norway', 'covid-19 vaccine trials', 'covid-19 vaccine nurses', 'covid-19 vaccine canada', 'covid-19 in finland', 'corona vaccine', 'norway probing deaths two people who received pfizers covid-19 vaccine', 'covid vaccine']",UCumtYpCY26F6Jr3satUgMvA,NTV Telugu,25,à°¨à°¾à°°à±à°µà± à°²à± à°µà°¿à°à°à°¿à°à°à°¿à°¨ à°«à±à°à°°à± à°µà±à°¯à°¾à°à±à°¸à°¿à°¨à± | 23 à°®à°à°¦à°¿ à°®à±à°¤à°¿ |  Pfizer&#39;s Covid-19 Vaccine | Ntv,ecmZxDY81P8,887255,0,0,724,0,0,0
"['donald trump', 'coronavirus', 'us president', 'usa', 'vaccine trial', 'guidelines', 'human vaccine']",UCm7lHFkt2yB_WzL67aruVBQ,Hindustan Times,25,US President Donald Trump announces first human trial of coronavirus vaccine,xRJaJ1n98EY,862727,11227,503,1903,0,0.125,0.85792
"['coronavirus', 'corona', 'covid19', 'donald trump', 'COVID-19 Vaccine', 'usa coronavirus news today in hindi', 'us coronavirus vaccine', 'usa coronavirus news', 'coronavirus outbreak', 'coronavirus update', 'coronavirus news', 'coronavirus emergency', 'covid-19 emergency', 'donald trump declares state of emergency', 'coronavirus latest news', 'corona virus update', 'coronavirus vaccine latest news in hindi', 'coronavirus vaccine america', 'abp live', 'abp news live', 'live news', 'news live', 'abp news hindi', 'abp news']",UCRWFSbif-RFENbBrSiez1DA,ABP NEWS,25,US Tests Experimental COVID-19 Vaccine On A Person | ABP News,IhV-n3hsLfI,832494,10109,754,619,0,0.1,0.7484
"['TV9 live', 'TV9 Varthalu', 'TV9 News', 'TV9 telugu live', 'news', 'political news', 'tv9', 'tv9 telugu', 'tv9 telugu news', 'tv9 news', 'telugu news online', 'online news', 'trending news', 'Oxford COVID 19 vaccine', 'COVID 19 vaccine', 'start advanced trial in India', 'India', 'Oxford COVID 19']",UCPXTXMecYqnRKNdqdVOGSFg,TV9 Telugu Live,25,Oxford COVID 19 vaccine to start advanced trial in India soon - TV9,83nDgrjik4k,684106,0,0,379,0,0.4,0
"['Weekend TODAY', 'News', ""Editor's picks"", 'Big News', 'Coronavirus', 'Today', 'covid-19', 'coronavirus', 'vaccine', 'coronaviurs news', 'coronavirus numbers', 'coronavirus latest', 'coronavirus update']",UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,25,Tensions Build Over COVID-19 Vaccine Rollout And UK Strain | TODAY,#NAME?,652212,2064,5290,2981,0,0,0
"['coronavirus', 'covid 19 prevention', 'coronavirus update', 'Coronavirus Pandemic Update 116', 'covid 19', 'coronavirus outbreak', 'covid 19 treatment', 'covid 19 vaccine', 'pfizer', 'pfizer vaccine', 'COVID vaccine', 'coronavirus vaccine', 'mrna vaccine', 'vaccine coronavirus', 'vaccine update', 'vaccine COVID 19', 'vaccine covid', 'vaccine pfizer', 'pfizer covid 19 vaccine', 'vaccine', 'coronavirus vaccines', 'coronavirus news', 'biontech vaccine', 'covid-19 vaccine', 'biontech', 'covid vaccine news', 'moderna vaccine']",UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,27,Coronavirus Update 116: Pfizer COVID 19 Vaccine Explained (Biontech),_jwBxZMWrng,465537,7539,472,2167,0,0,0
"['covid 19 vaccine', 'COVID vaccine', 'coronavirus vaccine', 'mrna vaccine', 'vaccine coronavirus', 'vaccine update', 'vaccine COVID 19', 'Rna vaccine', 'vaccine covid', 'side effects of covid 19 vaccine', 'vaccine safety', 'biontech vaccine', 'Coronavirus Mutations and COVID 19 Vaccine Implications', 'Shane Crotty', 'covid 19 mutation', 'uk variant virus', 'coronavirus mutation', 'coronavirus mutation uk', 'coronavirus mutation update', 'mutation covid 19', 'new strain of coronavirus', 'coronavirus mutations']",UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,27,"Coronavirus Mutations and COVID 19 Vaccine Implications with Shane Crotty, PhD (SARS CoV 2 Variants)",j7xsOsrDmPQ,297540,5096,299,288,0,0,0
"['coronavirus', 'corona virus', 'coronavirus update', 'coronavirus pandemic', 'COVID 19', 'corona virus update', 'coronavirus outbreak', 'COVID 19 prevention', 'coronavirus explained', 'coronavirus treatment', 'COVID 19 treatment', 'coronavirus prevention', 'coronavirus news', 'coronavirus usa', 'antibody production', 'coronavirus pandemic update 78', 'remdesivir news', 'remdesivir side effects', 'covid vaccine', 'face covering', 'mask for covid', 'covid masks', 'coronavirus mask', 'vaccine update', 'coronavirus vaccine']",UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,27,Coronavirus Pandemic Update 78: Mask Controversy; Vaccine Update for COVID-19,_IrYyhufDwI,176058,3730,131,689,0,0,0
"['sars', '2003', 'epidemic', 'pandemic', 'outbreak', 'lesson', 'china', 'mask', 'shortage', 'ventilator', 'supply', 'inadequate', 'protective', 'equipment', 'short', 'less', 'how to prevent']",UCOmrniWfKi-uCD6Oh6fqhgw,MEDSimplified,27,LESSONS WE SHOULD HAVE LEARNT FROM SARS 2003,fQCl2Y20DuQ,34463,546,42,105,0,0,0
"['penn medicine', 'pennmedicine', 'Coronavirus', 'COVID-19', 'Dr. John Everett', 'genome sequencing', 'pandemic', 'Philadelphia']",UC36Nlm8ikeZ4tDRx__BjJnA,Penn Medicine,28,COVID-19 Symposium: SARS-CoV-2 Genome Sequencing as a Window on the Epidemic | Dr. John Everett,143HvjYD3XQ,6485,66,4,8,0,0,0
"['BBC', 'BBC World Service', 'Discovery', 'Podcasts', 'Radio', 'Podcast', 'spotify', 'sars', 'Severe Acute Respiratory Syndrome', 'china', 'hong kong', 'dr tom buckley', 'tom buckley', 'William Ho', 'coronavirus', 'covid 19', 'covid-19', 'covid', 'virus', 'pandemic', 'epidemic', 'corona sars', 'sars covid', 'sars covid 19', 'coronavirus tips', 'pandemic coronavirus', 'corona pandemic', 'covid pandemic', 'corona virus pandemic', 'corona virus', 'respiratory disease']",UCQXHTFnQYFTqN0MqmNh9EIA,BBC World Service,28,Covid-19 and Sars: How the world battled a deadly respiratory disease in 2003 - BBC World Service,Hy5gplP0JVw,5408,55,2,6,0,-0.2,-0.00848
No Tags,UCCgQaXjsJ6EdFPZeTFQoSyw,Brut India,25,#TBT The 2003 SARS Coronavirus Outbreak,oIZhG-wE_7M,2386,18,40,17,0,0,0
No Tags,UCgttjcFyP8R06mm3SJcsUcw,LurieCancerCenter,29,"Interferon Treatment for Global Virus Outbreaks: SARS and COVID-19 (May 8, 2020)",gGoWpzHs0xQ,2352,40,2,8,0,0,0
"['France 24', 'News', 'F24', 'news', 'Latest', 'Tedros', 'Debate', 'Pierre Haski', 'France 24 Debate', 'China', 'SARS', 'Covid-19', 'coronavirus', 'Beijing', 'WHO', 'World Health Organization', 'United Nations', 'Donald Trump', 'UN', 'USA', 'pandemic', 'transparency']",UCQfwfsi5VrQ8yKZ-UWmAEFg,FRANCE 24 English,25,Covid-19 &amp; China: WHO was more independent voice during SARS outbreak - Pierre Haski,PTLHCSM9DbM,1674,26,7,10,0,0.25,0.00304
"['DW News', 'astrazeneca', 'coronavirus vaccine', 'south africa', 'vaccine', 'vaccine access', 'vaccination', 'vaccine europe', 'coronavirus pandemic', 'astra zeneca', 'covid south africa', 'covid mutation', 'coronavirus strain', 'coronavirus', 'coronavirus news', 'covid 19', 'coronavirus lockdown', 'virus mutation']",UCknLrEdhRCp1aegoMqRaCZg,DW News,25,Germany temporarily halts AstraZeneca vaccinations | Coronavirus latest,jJX87rjZPzc,167891,2025,241,1337,0,0.5,0.7136
"['bbc', 'bbc news', 'news']",UC16niRr50-MSBwiO3YDb3RA,BBC News,25,What happens if I don&#39;t get the Covid vaccine? - BBC News,xong5K4om2U,103329,1052,2020,3311,0,0,0
"['NDTV 24x7', 'Coronavirus vaccination', 'comorbidities patients vaccination', 'covid 19', 'TV Clip', 'Regular News bulletin', 'coronavirus', 'corona', 'corona virus', 'covid', 'coronavirus in india', 'NDTV', 'coronavirus in India', 'covid-19', 'covid-19 in india', 'coronavirus vaccine', 'coronavirus cases in india', 'corona in India', 'senior citizens vaccination', 'nidhi Kulpati', 'Coronavirus India Updates', 'Coronavirus India', 'Covid-19 Cases', 'Coronavirus India Cases', 'Coronavirus Updates', 'Coronavirus Lockdown']",UCZFMm1mMw0F81Z37aaEzTUA,NDTV,25,Coronavirus Vaccine | Covid Vaccine Jab Capped At Rs 250 At Private Hospitals: Government,bd-8ydX2ElA,7402,51,8,15,0,0,0
"['NDTV 24x7', 'Covid Vaccine', 'Coronavirus Vaccination', 'Vaccination Drive', 'Facts Vs Myths', 'Covid Vaccination', 'Coronavirus Vaccine', 'Covid-19 India Update', 'COVID-19', 'Coronavirus India', 'Coronavirus Updates', 'Gargi Rawat', 'PM Modi gets vaccine dose', 'AIIMS hospital', 'Bharat Biotech', 'Coronavirus Vaccination Phase 2', 'covid vaccination phase 2', 'Coronavirus: Facts Vs Myths', 'CoronavirusSpecialExperts', 'Maharashtra Man Dies after Vaccination', 'TV Clip', 'Explainer']",UCZFMm1mMw0F81Z37aaEzTUA,NDTV,25,"Coronavirus Vaccination | Maharashtra Man Dies Shortly After 2nd Jab, &quot;Cause Not Known&quot;",A9BiDRKdI24,16454,152,22,60,0,0,0
No Tags,UCfgokgCJUF1cHCGXS_sSW4w,NHS Devon CCG,22,Getting the Coronavirus vaccine - a Message from Devon,Wu141dJY7cQ,1274,9,3,4,0,0,0
"['covid vaccine', 'covid-19 vaccine', 'india covid vaccine', 'india vaccine', 'covid-19', 'covishield vaccine', 'india', 'pakistan to get 45 million doses', 'vaccine', 'corona vaccine', 'india pakistan covid vaccine', 'pakistan', 'india covid vaccine plan', 'covid 19 vaccine', 'covid vaccine india', 'covid vaccine in india', 'covid-19 in india', 'covid19 vaccine supply', 'pakistan 45 million dozes', 'vaccination in india', 'india covid-19 vaccine drive day 3', 'pakistam', 'india today', 'india tdoay news', 'idnia tdoay live']",UCYPvAwZP8pZhSMW8qs7cVCw,India Today,25,Coronavirus Vaccine News | India To Supply 45 Lakh Doses Of Covid-19 Vaccine To Pakistan | Breaking,lnfSdxHRMYM,87374,307,90,255,0,0,0
"['bbc', 'bbc news', 'news']",UC16niRr50-MSBwiO3YDb3RA,BBC News,25,Ireland suspends Oxford-AstraZeneca Covid vaccine over blood clots - BBC News,_DpoziKR_Q4,99605,883,122,1721,0,0,0
"['NDTV 24x7', 'WHO', 'AstraZeneca COVID-19 Vaccine', 'blood clot', 'World Health Organization', 'Coronavirus', 'Covid Vaccine', 'TV Teaser', 'bulletin', 'regular news bulletin', 'AstraZeneca Vaccine', 'Denmark', 'Norway', 'Iceland', 'Covishield', 'coronavirus vaccination drive', 'covishield', 'covaxin', 'narendra modi', 'vaccine drive today', 'Coronavirus Vaccination in India', ""India's coronavirus vaccination drive"", 'COVID-19 vaccination', 'COVID-19', 'NITI Aayog', 'Coronavirus vaccination', 'Rohit Wellington Rajan']",UCZFMm1mMw0F81Z37aaEzTUA,NDTV,25,Coronavirus Vaccine | Should Use AstraZeneca Vaccine: WHO As Many Nations Suspend Rollout,r2bfpEYmcp8,3073,27,5,14,0,0.5,0.0088
"['NDTV 24x7', 'Coronavirus', 'Covid-19', 'Covid Vaccine', 'Covid Vaccination', 'Made in India coronavirus vaccine', 'Pakistan to get india covid vaccine', 'New Delhi', 'Sukirti Dwivedi', 'Covid Vaccination Drive', 'Coronavirus Vaccination', '20 Lakh covid vaccines in a day', 'TV Teaser', 'Regular News Bulletin', 'Coronavirus Vaccination Phase 2', 'Covid Cases In India', 'New Covid Cases In India', 'covishield', 'vaccine drive today', 'COVID-19', 'Bulletin', 'Sanket Upadhyay']",UCZFMm1mMw0F81Z37aaEzTUA,NDTV,25,Coronavirus Vaccine | Pakistan To Soon Get &#39;Made-In-India&#39; Vaccines Under Global Alliance,acn6CrPZiK4,49343,224,76,314,0,0,0
"['covaxin', 'bharat biotech gets approval for emergency use for covaxin', 'covishield covaxin gets nod', 'covaxin bharat biotech approval', 'coronavirus', 'covaxin emergency approval', 'covid-19', 'coronavirus vaccines', 'covishield covaxin gets final approval', 'emergency use authorization', 'covaxin vaccine bharat biotech', 'covaxin in bharat biotech', 'covishield emergency approval', 'covishield approval in india', 'india today', 'india today news', 'india today live news', 'india today tv enws', 'breaking news']",UCYPvAwZP8pZhSMW8qs7cVCw,India Today,25,India Gets Nod For Two Coronavirus Vaccine To Fight Covid-19 | Breaking News,96j5hy8Ubt4,1119864,2128,538,196,0,0,0
"[""pm modi's mother takes covid vaccine"", ""pm modi's mother covid vaccination"", ""pm modi's mother heeraben"", ""pm modi's mother covid 19 vaccination"", 'pm modi covid vaccine', 'pm modi', 'pm modi tweets about mother taking covid vaccine', 'pm modi on covid vaccine', ""narenrda modi's mother takes covid vaccine"", 'pm narendra modi', 'covid vaccination', 'coronavirus vaccine', 'covid vaccine india', 'covid vaccine news', 'covid 19', 'covid-19 vaccine', 'india today', 'india today news', 'india today headlines']",UCYPvAwZP8pZhSMW8qs7cVCw,India Today,25,PM Modi&#39;s Mother Heeraben Takes First Jab Of Coronavirus Vaccine,UQN_28ATWyk,36179,132,142,29,0,0.25,-0.0016
"['Cambridge', 'Cambridge University', 'coronavirus vaccine', 'developing a COVID-19 coronavirus vaccine', 'Jonathan Heeney', 'Where did coronavirus come from', 'Is there a vaccine for coronavirus', 'cambridge research']",UCc5vZEM1MLUzCrg_aZIJdeA,Cambridge University,27,COVID-19 coronavirus vaccine: everything you need to know,UPkVbZ9X_jQ,279664,3716,274,205,0,0,0
"['nbc', 'news', 'news nbc', 'nbc live', 'live news', 'news nbc live', 'nbc news live', 'nbc special report', 'nbc news today', 'news today', 'nightly news', 'nightly news nbc', 'nbc news special report', 'nbc news live today', 'nbc news live stream', 'nbc news now']",UCeY0bbntWzzVIaj2z3QigXg,NBC News,25,Biden Receives Coronavirus Vaccine | NBC News,RcOyEitnzU8,150118,2490,541,1622,0,0,0
"['Health', 'News', ""Editor's picks"", 'Politics', 'Big News', 'Coronavirus', 'Today', 'The TODAY Show', 'TODAY Show', 'NBC', 'NBC News', 'TODAY Show Interview', 'Hoda and Jenna', 'Hoda', 'Donna Farizan', 'Al Roker', 'TODAY show news', 'Secretive Lab', 'Coronavirus Vaccine', 'Russia Coronavirus Vaccine', 'COVID-19 vaccine', 'covid-19 vaccine update', 'covid-19 vaccine Development', 'coronavirus news', 'covid-19 vaccine trials', 'Secretive vaccine Lab', 'covid vaccine', 'russian vaccine', 'coronavirus pandemic', 'Russia vaccine']",UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,25,Inside The Secretive Lab Developing Russiaâs Coronavirus Vaccine | TODAY,BAuNG26S_Ms,116413,681,274,382,0,0,0
"['NDTV 24x7', 'First vaccination', 'PM Modi', 'India COVID-19 vaccination', ""India's Vaccine Day"", 'Covid vaccination drive', 'Covid Vaccines', 'Covid Vaccination', 'Coronavirus Vaccines', 'vaccination drive', 'TV Clip', 'coronavirus vaccination drive', 'covishield', 'covaxin', 'narendra modi', 'vaccine drive today', 'Coronavirus Vaccination in India', ""India's coronavirus vaccination drive"", 'COVID-19 vaccination', 'Coronavirus', 'COVID-19', 'PM Modi on vaccine drive', 'PM Modi launch Vaccine drive', 'NITI Aayog']",UCZFMm1mMw0F81Z37aaEzTUA,NDTV,25,"Coronavirus Vaccine: India Starts Vaccination, First Frontline Worker Gets Covid Shot",O_Q48p4FGAQ,20280,271,31,123,0,0.25,0.0384
"['Sky News', 'Sky', 'Sophy Ridge', 'Coronavirus', 'COVID-19', 'Pandemic', 'Plandemic', 'Epidemic', 'Plague', 'Vaccine', 'Biogen', 'Pfizer', 'tour', 'united kingdom', 'good news', 'optimism']",UCoMdktPbSTixAyNGwb-UYkQ,Sky News,25,COVID-19: Good news on a coronavirus vaccine progress?,WCD-sM3G4r0,93192,1128,267,463,0,0.7,0.48216
"['SKY', 'NEWS', 'SKY NEWS', 'COVID-19', 'CORONAVIRUS', 'INTENSIVE', 'CARE', 'ICU', 'CRITICAL', 'MAYOR', 'LONDON', 'DOCTORS', 'INCIDENT', 'HOSPITALS', 'DATA', 'LEGACY', 'PANDEMIC', 'PUBLIC', 'OBEY', 'LOCKDOWN', 'COMPLACENT', 'TRAINING', 'STAFF', 'CRISIS', 'VACCINE', 'SHOT', 'JAB', 'MESSAGE', 'RULES', 'PATIENTS', 'DECISIONS', 'OPERATIONS', 'FOOTFALL', 'NEWS.SKY.COM', 'SKYNEWS.COM']",UCoMdktPbSTixAyNGwb-UYkQ,Sky News,25,COVID-19: Why are some people hesitant about taking the coronavirus vaccine?,mfG-fBYYAiM,258959,928,3448,3172,0,0,0
"['coronavirus vaccine', 'astrazeneca', 'south africa', 'coronavirus mutation', 'mutation vaccine', 'south africa coronavirus', 'vaccine', 'vaccine access', 'vaccination', 'vaccine europe', 'coronavirus pandemic', 'astra zeneca', 'coronavirus south africa', 'covid south africa', 'covid mutation', 'coronavirus strain', '501.V2', 'coronavirus', 'coronavirus news', 'covid 19', 'coronavirus deaths', 'coronavirus lockdown', 'covid new strain', 'new strain', 'coronavirus strains', 'mutated strain', 'covid 19 mutation', 'virus mutation']",UCknLrEdhRCp1aegoMqRaCZg,DW News,25,South Africa suspends rollout of Oxford-AstraZeneca coronavirus vaccine | DW News,JIkwaoCkWks,479652,4522,317,1733,0,0,0
"['Squawk on the Street', 'CNBC', 'business news', 'finance stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'financial news', 'stock market news', 'stocks']",UCrp_UI8XtuYfpiqluWLD7Lw,CNBC Television,25,Pfizer vaccine neutralizes Brazil and U.K. variants of Covid-19: Lab study,ZhfwWGBoJW4,147979,723,559,745,0,0,0
"['bbc', 'bbc news', 'news', 'coronavirus', 'virus', 'pandemic', 'Covid', 'Covid-19', 'deaths', 'UK', 'programme', 'rollout', 'start', 'beginning', 'end', 'cases', 'infection', 'fatalities', 'vaccine', 'vaccination', 'begins', 'arrives', 'hospitals', 'secret', 'distribution', 'MHRA', 'medicines', 'regulator', 'Medical', 'Director', 'NHS', 'England', 'months', 'criticised', 'approval', 'danger', 'threat', 'risk', 'vulnerable', 'care', 'elderly', 'over', '80', 'homes', 'staff', 'workers', 'people', 'Hugh Pym', 'health', 'editor', 'injected', 'antibodies', 'frontline', 'expand', 'Huw Edwards']",UC16niRr50-MSBwiO3YDb3RA,BBC News,25,Coronavirus vaccination begins in the UK with most vulnerable given priority - BBC News,gE6jG3N5s6k,159930,1479,1647,2513,0,0,0
"['Prime Minister Narendra Modi Covid Vaccine', 'PM Narendra Modi Takes Coronavirus Vaccine', 'Narenrda Modi takes Covid Vaccine', 'pm modi covid vaccine', 'pm modi tweets about taking covid vaccine', 'pm modi', 'covid vaccine', 'coronavirus vaccine', 'price of coronavirus vaccine', 'private hospitals covid vaccine', 'coronavirus vaccination in private hospitals', 'covid vaccination', 'india covid vaccine plan', 'india covid vaccine price', 'coronavirus private hospitals news', 'india today']",UCYPvAwZP8pZhSMW8qs7cVCw,India Today,25,"PM Modi Takes Covid Vaccine At AIIMS, Leads India&#39;s Coronavirus Vaccination Drive From Front",dSwnZ_VCRxo,13964,71,61,30,0,0,0
"['bbc', 'bbc news', 'news', 'coronavirus', 'virus', 'vaccine', 'Oxford', 'human', 'trial', 'volunteers', 'injection', 'first', 'Covid-19', 'meningitis', 'hope', 'deaths', 'protection', 'immunity', 'antibodies', 'immune', 'system', 'lab', 'university', 'key', 'workers', 'testing', 'test', 'symptoms', 'health', 'secretary', 'Matt Hancock', 'government', 'NHS', 'doctors', 'nurses', 'frontline', 'staff', 'online', 'centres', 'mobile', 'facilities', 'Sophie Raworth', 'Fergus Walsh', 'Hugh Pym', 'medical', 'correspondent', 'Science', 'Editor', 'latest']",UC16niRr50-MSBwiO3YDb3RA,BBC News,25,Coronavirus vaccine:  first human trial in Europe begins at Oxford - BBC News,gerQpTFIndI,1463933,15866,1935,6369,0,0.125,1.11448
"['TV9 live', 'TV9 Varthalu', 'TV9 News', 'TV9 telugu live', 'news', 'political news', 'tv9', 'tv9 telugu', 'tv9 telugu news', 'tv9 news', 'telugu news online', 'online news', 'trending news', 'Moderna', 'Coronavirus Vaccine', 'Coronavirus', 'Corona Vaccine', 'Covid-19', 'Moderna says Covid-19 shot 94% effective']",UCPXTXMecYqnRKNdqdVOGSFg,TV9 Telugu Live,25,Coronavirus Vaccine : Moderna says Covid-19 shot 94% effective - TV9,BykvAPxIAKA,249051,0,0,133,0,0.6,0
"['NDTV 24x7', 'coronavirus vaccination drive', 'covishield', 'covaxin', 'narendra modi', 'vaccine drive today', 'Coronavirus Vaccination in India', ""India's coronavirus vaccination drive"", 'COVID-19 vaccination', 'Coronavirus', 'COVID-19', 'PM Modi on vaccine drive', 'PM Modi launch Vaccine drive', 'NITI Aayog', 'Coronavirus vaccination', 'covishield vaccine', 'Covaxin Vaccine', 'vaccination for covid-19', 'covid 19 vaccination programme', 'covid-19 vaccine', 'vaccination in india', 'covid vaccination', 'covid vaccine']",UCZFMm1mMw0F81Z37aaEzTUA,NDTV,25,Coronavirus Vaccination: PM Modi Launches Covid Vaccination Drive,CnfIf-2LAWc,15968,304,150,70,0,0,0
"['NDTV 24x7', ""India's First Covid Vaccine Recipient"", 'First vaccination', 'PM Modi', 'India COVID-19 vaccination', ""India's Vaccine Day"", 'Covid vaccination drive', 'Covid Vaccines', 'Covid Vaccination', 'Coronavirus Vaccines', 'vaccination drive', 'TV Clip', 'coronavirus vaccination drive', 'covishield', 'covaxin', 'narendra modi', 'vaccine drive today', 'Coronavirus Vaccination in India', ""India's coronavirus vaccination drive"", 'COVID-19 vaccination', 'Coronavirus', 'COVID-19', 'PM Modi on vaccine drive']",UCZFMm1mMw0F81Z37aaEzTUA,NDTV,25,Coronavirus Vaccine: What India&#39;s 1st Covid Vaccine Recipient Has To Say To Others,GzLK6quP7DU,17713,235,30,83,0,0,0
"['coronavirus vaccine', 'coronavirus vaccines', 'coronavirus vaccination', 'corona testing', 'coronavirus testing', 'antibody test', 'antibody testing', 'corona test', 'coronavirus test', 'corona vaccine', 'vaccine', 'coronavirus', 'coronavirus news', 'coronavirus update', 'corona virus', 'virus outbreak', 'corona', 'coronavirus outbreak', 'coronavirus spread', 'coronavirus pandemic', 'lockdown', 'coronavirus deaths', 'corona news', 'corona update', 'pfizer', 'biontech']",UCknLrEdhRCp1aegoMqRaCZg,DW News,25,Coronavirus vaccine update: How close are we? | COVID-19 Update,RpI1BoJq5S8,281703,2621,297,945,0,0,0
"['vaccine hesitancy', 'vaccine side effect', 'covid vaccine', 'vaccination', 'europe vaccination', 'us military covid vaccine', 'vaccine side effect covid', 'Pfizer Covid-19 Vaccine', 'Pfizer BioNTech Vaccine', 'Covid-19 vaccine', 'vaccine safety', 'Pfizer vaccine safety', 'Moderna coronavirus vaccine', 'coronavirus vaccine', 'norway vaccine', 'vaccine safety Pfizer', 'pfizer share latest news', 'pfizer news', 'side effects of pfizer vaccine', 'covaxin side effects', 'covaxin', 'bharath biotech', 'covishield']",UC3prwMn9aU2z5Y158ZdGyyA,CRUX,25,"Why Are Millions Refusing Coronavirus Vaccine In US, Europe And China?",DsgKGbosqe0,162357,1978,145,1947,0,0,0
